city,ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance Validity,Seats,Engine Displacement
Kolkata,Diesel,SUV,10000,Automatic,1,Tata,Tata New Safari,2022,XZA Plus Gold 6 Str AT,2350000,2022,Third Party,6,1956
Kolkata,Petrol,SUV,5151,Manual,1,Mahindra,Mahindra KUV 100,2017,mFALCON G80 K4 Plus 5str,372000,2017,Third Party,5,1198
Kolkata,Petrol,Hatchback,28807,Manual,1,Maruti,Maruti Alto 800,2017,LXI,275000,2017,Zero Dep,5,796
Kolkata,Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,GL Plus,220000,2014,Third Party,5,1086
Kolkata,Petrol,Sedan,20593,Manual,1,Honda,Honda City,2019,i-VTEC V,763000,2019,Third Party,5,1497
Kolkata,Petrol,Hatchback,10000,Manual,1,Tata,Tata Altroz,2020,XZ BSVI,735000,2020,Third Party,5,1199
Kolkata,Petrol,Sedan,82879,Manual,2,Honda,Honda Amaze,2015,EX i-Vtech,260000,2015,Third Party,5,1198
Kolkata,Petrol,Sedan,13407,Manual,1,Honda,Honda City,2022,V MT,1015000,2022,Comprehensive,5,1498
Kolkata,Petrol,Hatchback,100000,Manual,1,Maruti,Maruti Ignis,2019,1.2 Sigma BSIV,409999,2019,Third Party,5,1197
Kolkata,Diesel,MUV,66000,Manual,1,Maruti,Maruti Ertiga,2018,VDI,791000,2018,Comprehensive,7,1248
Kolkata,Diesel,MUV,177000,Manual,1,Toyota,Toyota Innova,2015,2.5 G (Diesel) 7 Seater BS IV,745000,2015,Comprehensive,7,2494
Kolkata,Diesel,MUV,21100,Manual,1,Toyota,Toyota Innova Crysta,2021,2.4 G 7 STR,1850000,2021,Third Party,7,2393
Kolkata,Diesel,MUV,120000,Manual,1,Tata,Tata Sumo Victa,2005,EX 10/7 Str BSII,110000,2005,Third Party,10,1948
Kolkata,Petrol,Hatchback,100000,Manual,1,Hyundai,Hyundai i10,2015,Sportz 1.1L,310000,2015,Third Party,5,1086
Kolkata,Diesel,Sedan,44227,Automatic,1,BMW,BMW 6 Series,2018,GT 630d Luxury Line,3900000,2018,Comprehensive,4,2993
Kolkata,Diesel,SUV,70000,Automatic,3,Toyota,Toyota Fortuner,2015,4x2 AT,1350000,2015,Third Party,7,2982
Kolkata,Petrol,SUV,45000,Manual,1,Honda,Honda WR-V,2019,i-VTEC VX,650000,2019,Third Party,5,1199
Kolkata,Petrol,SUV,50000,Manual,1,Hyundai,Hyundai Alcazar,2021,Signature,1600000,2021,Third Party,6,1999
Kolkata,Petrol,Hatchback,77042,Manual,1,Maruti,Maruti Swift,2019,VXI,449000,2019,Comprehensive,5,1197
Kolkata,Petrol,Sedan,42325,Manual,1,Tata,Tata Tigor,2021,XZ BSVI,517000,2021,Third Party,5,1199
Kolkata,Petrol,Hatchback,50000,Manual,1,Volkswagen,Volkswagen Polo,2017,1.2 MPI Comfortline,500000,2017,Third Party,5,1199
Kolkata,Petrol,Hatchback,37196,Manual,1,Maruti,Maruti Swift,2015,ZXI,400000,2015,Comprehensive,5,1197
Kolkata,Diesel,Hatchback,61530,Manual,1,Maruti,Maruti Baleno,2017,1.3 Delta,459999,2017,Third Party,5,1248
Kolkata,Petrol,Hatchback,48000,Manual,1,Hyundai,Hyundai i20 Active,2016,1.2 SX Dual Tone,580000,2016,Third Party,5,1197
Kolkata,Diesel,SUV,74444,Manual,1,Maruti,Maruti Vitara Brezza,2017,ZDi Plus Dual Tone,643000,2017,Comprehensive,5,1248
Kolkata,Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,200000,2011,Third Party,5,1198
Kolkata,Petrol,Hatchback,11768,Manual,1,Maruti,Maruti S-Presso,2020,VXI Plus 2019-2022,411000,2020,Comprehensive,5,998
Kolkata,Petrol,Hatchback,19715,Manual,2,Renault,Renault KWID,2020,RXT,384000,2020,Third Party,5,799
Kolkata,Petrol,SUV,54581,Manual,1,Honda,Honda WR-V,2018,i-VTEC VX,500000,2018,Third Party,5,1199
Kolkata,Diesel,Sedan,34000,Automatic,1,Audi,Audi A6,2014,2.0 TDI Premium Plus,1475000,2014,Comprehensive,5,1968
Kolkata,Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i20,2016,Sportz 1.2,500000,2016,Third Party,5,1197
Kolkata,Petrol,Hatchback,40000,Manual,2,Volkswagen,Volkswagen Polo,2014,1.2 MPI Highline,360000,2014,Third Party,5,1198
Kolkata,Diesel,SUV,70000,Automatic,4,Toyota,Toyota Fortuner,2015,4x2 AT,1450000,2015,Third Party,7,2982
Kolkata,Petrol,SUV,19600,Automatic,3,Porsche,Porsche Macan,2016,2L,4200000,2016,Third Party,5,1984
Kolkata,Diesel,MUV,120000,Manual,1,Chevrolet,Chevrolet Tavera,2011,LS B4 - 7(C) seats BSIII,350000,2011,Third Party,7,2499
Kolkata,Diesel,SUV,68000,Automatic,1,BMW,BMW X3,2012,xDrive20d,1199000,2012,Comprehensive,5,1995
Kolkata,Diesel,Sedan,70000,Manual,2,Tata,Tata Manza,2014,Club Class Quadrajet90 LX,220000,2014,Third Party,5,1248
Kolkata,Diesel,Hatchback,50000,Manual,4,Hyundai,Hyundai Grand i10,2016,CRDi Sportz,330000,2016,Third Party,5,1120
Kolkata,Petrol,Sedan,70179,Manual,1,Tata,Tata Tigor,2021,XM BSVI,518000,2021,Third Party,5,1199
Kolkata,Petrol,Hatchback,54501,Manual,1,Maruti,Maruti A-Star,2010,Lxi,141000,2010,Comprehensive,5,998
Kolkata,Diesel,SUV,20000,Manual,1,Renault,Renault Captur,2018,1.5 Diesel RXL,800000,2018,Third Party,5,1461
Kolkata,Petrol,Hatchback,28651,Manual,1,Maruti,Maruti Alto 800,2016,LXI,227000,2016,Third Party,5,796
Kolkata,Petrol,Sedan,64787,Manual,2,Honda,Honda City,2014,i VTEC V,372000,2014,Third Party,5,1497
Kolkata,Diesel,SUV,138726,Manual,1,Toyota,Toyota Fortuner,2014,4x2 Manual,1300000,2014,Comprehensive,7,2982
Kolkata,Petrol,Hatchback,24147,Manual,1,Maruti,Maruti Wagon R,2019,VXI,437000,2019,Comprehensive,5,998
Kolkata,Petrol,Sedan,65000,Automatic,1,Toyota,Toyota Corolla Altis,2017,VL AT,950000,2017,Third Party,5,1798
Kolkata,Petrol,Sedan,79513,Manual,1,Honda,Honda City,2015,i VTEC VX,421000,2015,Comprehensive,5,1497
Kolkata,Petrol,Hatchback,87845,Manual,1,Hyundai,Hyundai i20,2010,1.2 Magna,193000,2010,Third Party,5,1197
Kolkata,Petrol,MUV,20000,Manual,1,Maruti,Maruti Ertiga,2015,ZXI,750000,2015,Third Party,7,1373
Kolkata,Petrol,Sedan,55000,Manual,1,Volkswagen,Volkswagen Jetta,2015,1.4 TSI Comfortline,599000,2015,Third Party,5,1390
Kolkata,Petrol,Hatchback,60000,Manual,2,Mahindra,Mahindra KUV 100 NXT,2020,G80 K4 Plus 6Str,470000,2020,Third Party,6,1198
Kolkata,Petrol,Hatchback,47183,Manual,1,Honda,Honda Brio,2014,S MT,335000,2014,Third Party,5,1198
Kolkata,Diesel,MUV,150000,Manual,1,Toyota,Toyota Innova,2015,2.5 ZX Diesel 7 Seater,1050000,2015,Third Party,7,2494
Kolkata,Diesel,Sedan,41510,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2015,E250 CDI Avantgarde,2199000,2015,Comprehensive,5,2143
Kolkata,Diesel,Sedan,54600,Manual,1,Hyundai,Hyundai Elantra,2017,1.6 SX,843000,2017,Comprehensive,5,1582
Kolkata,Petrol,Hatchback,20000,Manual,1,Hyundai,Hyundai Santro Xing,2007,XL,50000,2007,Third Party,5,1086
Kolkata,Petrol,MUV,4000,Manual,1,Renault,Renault Triber,2022,RXT,650000,2022,Comprehensive,7,999
Kolkata,Petrol,Sedan,70000,Manual,1,Chevrolet,Chevrolet Sail,2015,1.2 LS,180000,2015,Third Party,5,1199
Kolkata,Petrol,SUV,29882,Manual,1,Maruti,Maruti Vitara Brezza,2021,LXI,673000,2021,Zero Dep,5,1462
Kolkata,Petrol,Hatchback,55314,Manual,1,Toyota,Toyota Etios Liva,2011,G,198000,2011,Third Party,5,1197
Kolkata,Diesel,Sedan,69000,Manual,1,Hyundai,Hyundai Verna,2013,1.6 CRDI,250000,2013,Third Party,5,1582
Kolkata,Petrol,Sedan,41565,Manual,2,Maruti,Maruti Swift Dzire,2015,VXI,338000,2015,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,46624,Manual,2,Hyundai,Hyundai i20,2011,Asta 1.2,198000,2011,Comprehensive,5,1197
Kolkata,Diesel,SUV,56312,Automatic,1,Kia,Kia Seltos,2021,GTX Plus Diesel AT,1400000,2021,Comprehensive,5,1493
Kolkata,Petrol,Hatchback,22950,Manual,1,Maruti,Maruti Alto 800,2019,LXI,283000,2019,Third Party,5,796
Kolkata,Petrol,Hatchback,42000,Manual,2,Hyundai,Hyundai i10,2014,Era,214000,2014,Comprehensive,5,1086
Kolkata,Petrol,Hatchback,26135,Manual,1,Hyundai,Hyundai EON,2014,Era Plus,215000,2014,Third Party,5,814
Kolkata,Petrol,Hatchback,20913,Manual,1,Volkswagen,Volkswagen Polo,2020,1.0 MPI Highline Plus BSIV,749000,2020,Comprehensive,5,999
Kolkata,Petrol,Hatchback,14000,Manual,2,Hyundai,Hyundai EON,2013,Era Plus,185000,2013,Comprehensive,5,814
Kolkata,Petrol,Hatchback,3000,Manual,1,Maruti,Maruti S-Presso,2020,VXi Plus,421000,2020,Comprehensive,5,998
Kolkata,Diesel,Hatchback,52002,Manual,1,Maruti,Maruti Baleno,2018,1.3 Sigma,465000,2018,Comprehensive,5,1248
Kolkata,Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai i20,2010,1.2 Magna,200000,2010,Third Party,5,1197
Kolkata,Diesel,SUV,50000,Manual,1,Kia,Kia Seltos,2021,HTX Plus Diesel,1321000,2021,Third Party,5,1493
Kolkata,Petrol,Sedan,59000,Manual,1,Toyota,Toyota Corolla Altis,2014,G MT,450000,2014,Third Party,5,1798
Kolkata,Diesel,SUV,15000,Manual,1,Kia,Kia Sonet,2022,GTX Plus Diesel iMT BSVI,1199000,2022,Comprehensive,5,1493
Kolkata,Petrol,Hatchback,22393,Manual,2,Hyundai,Hyundai EON,2014,Era Plus,210000,2014,Comprehensive,5,814
Kolkata,Diesel,Sedan,53483,Manual,1,Honda,Honda Amaze,2016,S i-DTEC,345000,2016,Comprehensive,5,1498
Kolkata,Petrol,Sedan,49000,Automatic,1,Honda,Honda New Accord,2011,2.4 AT,421000,2011,Third Party,5,2354
Kolkata,Petrol,Hatchback,38420,Manual,1,Maruti,Maruti Alto K10,2011,VXI,171000,2011,Comprehensive,5,998
Kolkata,Petrol,Hatchback,60585,Manual,1,Hyundai,Hyundai i10,2010,Sportz 1.2,172000,2010,Comprehensive,5,1197
Kolkata,Petrol,Sedan,12809,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2021,Exclusive E 200 BSVI,6600000,2021,Comprehensive,5,1991
Kolkata,Diesel,Sedan,37243,Automatic,1,Skoda,Skoda Rapid,2019,1.5 TDI AT Ambition BSIV,794000,2019,Zero Dep,5,1498
Kolkata,Petrol,SUV,25796,Manual,1,Toyota,Toyota Urban cruiser,2022,Premium,881000,2022,Comprehensive,5,1462
Kolkata,Diesel,MUV,34000,Manual,1,Toyota,Toyota Innova Crysta,2018,2.4 VX MT 8 STR,1735000,2018,Comprehensive,8,2393
Kolkata,Petrol,SUV,29717,Automatic,1,Hyundai,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,852999,2019,Comprehensive,5,998
Kolkata,Petrol,Hatchback,42000,Manual,1,Nissan,Nissan Micra Active,2018,XV Petrol,325000,2018,Comprehensive,5,1198
Kolkata,Petrol,Hatchback,24425,Manual,1,Maruti,Maruti Wagon R Stingray,2014,VXI,284000,2014,Comprehensive,5,998
Kolkata,Petrol,Sedan,14323,Automatic,1,Skoda,Skoda Rapid,2020,1.0 TSI Ambition AT,936000,2020,Comprehensive,5,999
Kolkata,Diesel,SUV,9700,Manual,1,Mahindra,Mahindra TUV 300,2019,T10 Dual Tone BSIV,800000,2019,Comprehensive,7,1493
Kolkata,Petrol,Sedan,50000,Manual,2,Hyundai,Hyundai Verna,2011,1.6 VTVT,250000,2011,Third Party,5,1591
Kolkata,Petrol,Sedan,51097,Automatic,1,Honda,Honda City,2017,i-VTEC CVT VX,650000,2017,Third Party,5,1497
Kolkata,Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai i10,2010,Era,165000,2010,Third Party,5,1086
Kolkata,Petrol,Sedan,23684,Manual,1,Maruti,Maruti Swift Dzire,2022,ZXI Plus BSVI,850000,2022,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i10,2009,Era,161000,2009,Third Party,5,1086
Kolkata,Diesel,SUV,60002,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Sport,2750000,2017,Comprehensive,5,2143
Kolkata,Petrol,SUV,39000,Manual,1,Honda,Honda BR-V,2018,i-VTEC VX MT,795000,2018,Third Party,7,1497
Kolkata,Petrol,MUV,40000,Manual,1,Maruti,Maruti Ertiga,2020,VXI,900000,2020,Third Party,7,1462
Kolkata,Diesel,Hatchback,16001,Automatic,1,Volvo,Volvo V40,2017,D3 R Design,1800000,2017,Comprehensive,5,1969
Kolkata,Petrol,Sedan,51000,Manual,2,Hyundai,Hyundai Verna,2014,1.6 EX VTVT,361000,2014,Comprehensive,5,1591
Kolkata,Petrol,Hatchback,10143,Manual,1,Maruti,Maruti Wagon R,2021,VXI,509999,2021,Comprehensive,5,998
Kolkata,Petrol,Hatchback,53657,Manual,2,Maruti,Maruti S-Presso,2019,VXI Plus 2019-2022,415000,2019,Third Party,5,998
Kolkata,Petrol,Hatchback,88532,Manual,1,Maruti,Maruti Celerio,2014,VXI,266000,2014,Comprehensive,5,998
Kolkata,Petrol,Hatchback,60000,Manual,1,Maruti,Maruti Wagon R,2013,LXI BS IV,150000,2013,Third Party,5,998
Kolkata,Petrol,SUV,12059,Manual,1,Skoda,Skoda Kushaq,2021,1.0 TSI Style BSVI,1375000,2021,Comprehensive,5,999
Kolkata,Petrol,Hatchback,10000,Manual,1,Tata,Tata Tiago,2021,XZ Plus BSVI,520000,2021,Third Party,5,1199
Kolkata,Diesel,SUV,47000,Manual,1,Mahindra,Mahindra Scorpio,2018,S3 9 Seater BSIV,925000,2018,Third Party,9,2523
Kolkata,Diesel,SUV,20000,Manual,1,Renault,Renault Duster,2018,110PS Diesel RxZ,650000,2018,Comprehensive,5,1461
Kolkata,Petrol,Sedan,37000,Manual,1,Maruti,Maruti Swift Dzire,2013,VXI,285000,2013,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,9520,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Asta,728000,2022,Comprehensive,5,1197
Kolkata,Petrol,Sedan,100000,Manual,1,Chevrolet,Chevrolet Sail,2016,1.2 LS ABS,210000,2016,Third Party,5,1199
Kolkata,Cng,Hatchback,22577,Manual,1,Hyundai,Hyundai Santro,2022,Sportz Executive CNG,535000,2022,Comprehensive,5,1086
Kolkata,Petrol,Hatchback,9902,Manual,1,Hyundai,Hyundai i20,2021,Asta Turbo iMT,824000,2021,Comprehensive,5,998
Kolkata,Petrol,SUV,70000,Manual,1,Ford,Ford Ecosport,2016,1.5 Petrol Titanium Plus BSIV,500000,2016,Third Party,5,1497
Kolkata,Petrol,Hatchback,20101,Manual,1,Hyundai,Hyundai Grand i10,2020,1.2 Kappa Magna BSIV,526000,2020,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,180000,2011,Third Party,5,1198
Kolkata,Petrol,SUV,15258,Manual,1,Tata,Tata Nexon,2021,XZ Plus S BSVI,969999,2021,Comprehensive,5,1199
Kolkata,Petrol,SUV,36397,Automatic,1,Hyundai,Hyundai Venue,2020,SX Plus Turbo DCT BSIV,951000,2020,Third Party,5,998
Kolkata,Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,180000,2011,Third Party,5,1198
Kolkata,Diesel,Sedan,52000,Automatic,1,BMW,BMW 3 Series,2012,320d Sedan,975000,2012,Comprehensive,5,1995
Kolkata,Diesel,SUV,51900,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,200 d Sport,2250000,2019,Third Party,5,2143
Kolkata,Petrol,Sedan,70000,Automatic,1,Honda,Honda City,2017,i-VTEC CVT ZX,750000,2017,Third Party,5,1497
Kolkata,Petrol,SUV,10000,Automatic,1,Jeep,Jeep Compass,2022,Model S DCT BSVI,2650000,2022,Third Party,5,1368
Kolkata,Diesel,SUV,30000,Automatic,1,BMW,BMW X1,2016,sDrive 20d M Sport,1950000,2016,Third Party,5,1995
Kolkata,Petrol,SUV,23303,Manual,2,Hyundai,Hyundai Creta,2019,1.6 VTVT SX Plus,930000,2019,Comprehensive,5,1591
Kolkata,Petrol,SUV,30000,Automatic,2,MG,MG Hector,2020,Sharp DCT,1499000,2020,Third Party,5,1451
Kolkata,Diesel,SUV,70000,Manual,2,Mahindra,Mahindra XUV500,2017,W4,850000,2017,Third Party,7,2179
Kolkata,Petrol,SUV,50000,Manual,2,Hyundai,Hyundai Creta,2019,1.6 VTVT SX Plus,1019999,2019,Third Party,5,1591
Kolkata,Petrol,Hatchback,11326,Manual,1,Maruti,Maruti Swift,2019,ZXI Plus,614000,2019,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,23609,Manual,1,Maruti,Maruti Swift,2020,ZXI Plus,630000,2020,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,30000,Manual,2,Maruti,Maruti Celerio,2016,VXI,320000,2016,Third Party,5,998
Kolkata,Petrol,Hatchback,60533,Manual,1,Hyundai,Hyundai Santro Xing,2014,GLS,241000,2014,Third Party,5,1086
Kolkata,Petrol,Sedan,46328,Manual,1,Maruti,Maruti Ciaz,2016,VXi,513000,2016,Third Party,5,1373
Kolkata,Petrol,SUV,60000,Automatic,1,MG,MG Hector Plus,2020,Smart DCT,1550000,2020,Third Party,6,1451
Kolkata,Petrol,SUV,31745,Automatic,1,Hyundai,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,1006000,2019,Zero Dep,5,998
Kolkata,Diesel,SUV,78668,Automatic,3,Toyota,Toyota Fortuner,2012,4x2 AT,1075000,2012,Comprehensive,7,2982
Kolkata,Petrol,SUV,3115,Manual,1,Renault,Renault Kiger,2021,RXZ,718000,2021,Comprehensive,5,999
Kolkata,Petrol,Hatchback,8940,Automatic,1,Maruti,Maruti Celerio,2022,ZXI Plus AMT BSVI,635000,2022,Comprehensive,5,998
Kolkata,Petrol,Hatchback,10000,Manual,1,Hyundai,Hyundai Grand i10,2015,Asta,475000,2015,Third Party,5,1197
Kolkata,Petrol,Sedan,40000,Manual,3,Hyundai,Hyundai Xcent,2014,1.2 Kappa S,305000,2014,Third Party,5,1197
Kolkata,Petrol,Sedan,45652,Manual,1,Honda,Honda City,2018,i VTEC VX,755000,2018,Comprehensive,5,1497
Kolkata,Petrol,Sedan,30000,Manual,1,Maruti,Maruti Ciaz,2019,Alpha BSIV,800000,2019,Third Party,5,1462
Kolkata,Petrol,Sedan,85033,Automatic,4,Jaguar,Jaguar XJ,2015,2.0L Portfolio LWB,1800000,2015,Comprehensive,5,1999
Kolkata,Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai Grand i10,2017,Magna,450000,2017,Third Party,5,1197
Kolkata,Petrol,Hatchback,70000,Manual,1,Hyundai,Hyundai i20,2011,1.2 Magna,290000,2011,Third Party,5,1197
Kolkata,Petrol,Hatchback,17200,Manual,1,Maruti,Maruti Swift,2019,VXI,580000,2019,Comprehensive,5,1197
Kolkata,Petrol,Sedan,18255,Manual,1,Honda,Honda City,2015,VX MT,600000,2015,Third Party,5,1497
Kolkata,Petrol,Sedan,80000,Manual,2,Toyota,Toyota Corolla Altis,2015,GL MT,595000,2015,Third Party,5,1798
Kolkata,Petrol,Hatchback,6398,Manual,1,Maruti,Maruti Celerio,2022,ZXI BSVI,546000,2022,Comprehensive,5,998
Kolkata,Petrol,Hatchback,45739,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2020,AMT Sportz,588000,2020,Comprehensive,5,1197
Kolkata,Diesel,SUV,46000,Manual,1,Toyota,Toyota Fortuner,2016,4x4 MT,2300000,2016,Third Party,7,2982
Kolkata,Petrol,SUV,35254,Manual,1,Honda,Honda BR-V,2016,i-VTEC S MT,499000,2016,Comprehensive,7,1497
Kolkata,Petrol,Sedan,41334,Manual,1,Toyota,Toyota Yaris,2018,V,623000,2018,Comprehensive,5,1496
Kolkata,Petrol,Hatchback,51463,Manual,1,Honda,Honda Brio,2014,S MT,300000,2014,Third Party,5,1198
Kolkata,Petrol,Hatchback,29478,Manual,1,Maruti,Maruti Alto 800,2019,VXI BSIV,338000,2019,Comprehensive,5,796
Kolkata,Diesel,MUV,85101,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 ZX MT,1750000,2019,Comprehensive,7,2393
Kolkata,Petrol,Hatchback,6903,Manual,1,Maruti,Maruti S-Presso,2022,VXI Plus 2019-2022,443000,2022,Comprehensive,5,998
Kolkata,Petrol,Hatchback,57602,Manual,2,Hyundai,Hyundai i10,2013,Sportz,213000,2013,Comprehensive,5,1197
Kolkata,Diesel,Sedan,52047,Automatic,2,Porsche,Porsche Panamera,2013,Diesel,3150000,2013,Third Party,4,4806
Kolkata,Diesel,SUV,71742,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2017,250d,3700000,2017,Comprehensive,5,2143
Kolkata,Petrol,SUV,413,Automatic,1,Volvo,Volvo XC40,2023,B4 Ultimate BSVI,4450000,2023,Comprehensive,5,1969
Kolkata,Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Alto 800,2015,LXI,234000,2015,Comprehensive,5,796
Kolkata,Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i10,2009,Era 1.1,140000,2009,Third Party,5,1086
Kolkata,Petrol,Hatchback,18000,Automatic,1,Maruti,Maruti Baleno,2018,1.2 CVT Delta,534000,2018,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,32000,Automatic,1,Maruti,Maruti Wagon R,2018,AMT VXI Option,380000,2018,Comprehensive,5,998
Kolkata,Diesel,SUV,42000,Manual,1,Ford,Ford Ecosport,2018,1.5 Diesel Ambiente BSIV,565000,2018,Third Party,5,1498
Kolkata,Petrol,Sedan,45000,Manual,1,Honda,Honda City,2014,i VTEC S,381000,2014,Comprehensive,5,1497
Kolkata,Petrol,Sedan,29000,Automatic,1,Honda,Honda City,2018,VX CVT,749000,2018,Third Party,5,1498
Kolkata,Petrol,MUV,19675,Manual,2,Maruti,Maruti Ertiga,2012,ZXI,426000,2012,Third Party,7,1462
Kolkata,Petrol,Hatchback,20378,Automatic,1,Hyundai,Hyundai i20,2021,Asta Opt Turbo DCT BSVI,877000,2021,Comprehensive,5,998
Kolkata,Petrol,SUV,10000,Automatic,1,Skoda,Skoda Kushaq,2022,1.0 TSI Ambition AT BSVI,1400000,2022,Third Party,5,999
Kolkata,Petrol,Hatchback,33683,Manual,1,Hyundai,Hyundai i10,2015,Era,335000,2015,Comprehensive,5,1086
Kolkata,Petrol,Hatchback,18518,Manual,1,Maruti,Maruti S-Presso,2021,VXI 2019-2022,413999,2021,Comprehensive,5,998
Kolkata,Petrol,Hatchback,36000,Manual,1,Maruti,Maruti Wagon R,2016,VXI,321000,2016,Comprehensive,5,998
Kolkata,Petrol,Hatchback,30791,Manual,2,Maruti,Maruti Alto K10,2019,VXI Optional,323000,2019,Comprehensive,5,998
Kolkata,Petrol,MUV,18000,Manual,1,Maruti,Maruti Ertiga,2021,VXI,925000,2021,Comprehensive,7,1462
Kolkata,Petrol,Hatchback,14447,Manual,1,Maruti,Maruti Alto 800,2020,VXI BSVI,345000,2020,Comprehensive,5,796
Kolkata,Petrol,Hatchback,19991,Manual,2,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,454000,2019,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,24000,Manual,1,Hyundai,Hyundai EON,2016,Magna Plus Option,259000,2016,Comprehensive,5,814
Kolkata,Diesel,SUV,41000,Manual,1,Mahindra,Mahindra Bolero,2019,SLE,675000,2019,Comprehensive,7,2523
Kolkata,Diesel,SUV,45000,Manual,1,Audi,Audi Q3,2015,30 TDI,1095000,2015,Comprehensive,5,1968
Kolkata,Petrol,SUV,10177,Automatic,1,Hyundai,Hyundai Alcazar,2021,Signature 7-Seater AT,1875000,2021,Comprehensive,7,1999
Kolkata,Petrol,Hatchback,35444,Manual,1,Hyundai,Hyundai Grand i10,2013,Asta Option,325000,2013,Third Party,5,1197
Kolkata,Petrol,Hatchback,35000,Manual,1,Hyundai,Hyundai Grand i10,2017,Asta Option,415000,2017,Third Party,5,1197
Kolkata,Diesel,MUV,40000,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 VX MT BSIV,1695000,2019,Comprehensive,7,2393
Kolkata,Diesel,Hatchback,49040,Manual,1,Hyundai,Hyundai Grand i10,2016,CRDi Sportz,365000,2016,Comprehensive,5,1120
Kolkata,Petrol,Hatchback,40000,Manual,2,Maruti,Maruti Alto,2007,LX,98000,2007,Third Party,5,796
Kolkata,Petrol,Hatchback,49546,Manual,1,Maruti,Maruti Alto K10,2019,VXI,333000,2019,Comprehensive,5,998
Kolkata,Petrol,Sedan,38698,Manual,1,Maruti,Maruti Swift Dzire,2014,VXI,405999,2014,Comprehensive,5,1197
Kolkata,Petrol,Sedan,32814,Manual,1,Honda,Honda City,2018,V MT,675000,2018,Comprehensive,5,1497
Kolkata,Petrol,Sedan,14642,Manual,1,Hyundai,Hyundai Xcent,2015,1.2 Kappa S,329000,2015,Third Party,5,1197
Kolkata,Petrol,Hatchback,33429,Manual,1,Maruti,Maruti Alto 800,2017,LXI,279000,2017,Comprehensive,5,796
Kolkata,Petrol,Sedan,36448,Manual,2,Hyundai,Hyundai Sonata,2012,2.4 GDi MT,299000,2012,Comprehensive,5,2359
Kolkata,Petrol,Hatchback,30739,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Sportz,622000,2022,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,21300,Manual,1,Hyundai,Hyundai i20,2021,Asta Opt,798000,2021,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,13463,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,Sportz Dual Tone,618000,2020,Comprehensive,5,1197
Kolkata,Petrol,Hatchback,15477,Automatic,1,Maruti,Maruti S-Presso,2019,VXI Plus AT 2019-2022,430999,2019,Third Party,5,998
Kolkata,Petrol,Hatchback,33000,Automatic,1,Maruti,Maruti Wagon R,2018,AMT VXI Option,415000,2018,Third Party,5,998
Kolkata,Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2010,Sportz 1.2,180000,2010,Third Party,5,1197
Kolkata,Petrol,SUV,15766,Automatic,1,Audi,Audi Q2,2021,Premium,3700000,2021,Comprehensive,5,1984
Kolkata,Diesel,SUV,28895,Automatic,1,Hyundai,Hyundai Alcazar,2021,Platinum Diesel AT,1675000,2021,Comprehensive,6,1493
Kolkata,Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Delta,620000,2019,Third Party,5,1197
Kolkata,Diesel,Sedan,50000,Manual,1,Volkswagen,Volkswagen Vento,2015,1.5 TDI Comfortline,380000,2015,Third Party,5,1498
